k,sensitivity,specificity,bacc,f1_score,mcc,composite_score,tp,fn,tn,fp
141,0.64,0.8535211267605634,0.7467605633802816,0.4776119402985074,0.4004172404071962,0.3886593113582832,64,36,606,104
146,0.66,0.8450704225352113,0.7525352112676056,0.4782608695652174,0.4028841184762993,0.3736350812937912,66,34,600,110
151,0.66,0.8535211267605634,0.7567605633802816,0.4888888888888889,0.4148327564505458,0.3702108322368417,66,34,606,104
156,0.65,0.8450704225352113,0.7475352112676057,0.4727272727272727,0.3957220661964717,0.3827573303980186,65,35,600,110
161,0.65,0.8464788732394366,0.7482394366197183,0.4744525547445255,0.3976736038248096,0.3821893985471509,65,35,601,109
166,0.65,0.856338028169014,0.7531690140845071,0.4868913857677903,0.4117238245400375,0.37833683689322,65,35,608,102
171,0.66,0.8605633802816901,0.7602816901408451,0.4981132075471698,0.4251879605942075,0.3674813885334447,66,34,611,99
176,0.69,0.8619718309859155,0.7759859154929577,0.5168539325842697,0.4488305058059546,0.3393402060490043,69,31,612,98
181,0.67,0.8619718309859155,0.7659859154929578,0.5056603773584906,0.4345062032371,0.3577034741813121,67,33,612,98
186,0.67,0.8661971830985915,0.7680985915492957,0.5114503816793893,0.4409696422114709,0.3560943608241386,67,33,615,95
191,0.64,0.8647887323943662,0.752394366197183,0.4923076923076923,0.417082681447692,0.3845544004266786,64,36,614,96
196,0.67,0.8619718309859155,0.7659859154929578,0.5056603773584906,0.4345062032371,0.3577034741813121,67,33,612,98
201,0.68,0.8661971830985915,0.7730985915492958,0.5171102661596958,0.4481595834809276,0.3468475080071238,68,32,615,95
206,0.66,0.8661971830985915,0.7630985915492958,0.5057471264367817,0.4337529153336997,0.3653808886774893,66,34,615,95
211,0.69,0.8633802816901408,0.7766901408450704,0.518796992481203,0.4509785404827555,0.3387697557797409,69,31,613,97
216,0.69,0.8704225352112676,0.7802112676056338,0.5287356321839081,0.4619654309723745,0.3359915465916891,69,31,618,92
221,0.67,0.8760563380281691,0.7730281690140846,0.5254901960784314,0.4566464939554271,0.352508200391122,67,33,622,88
226,0.72,0.8718309859154929,0.7959154929577464,0.5475285171102662,0.485602519284904,0.3079404100981139,72,28,619,91
231,0.7,0.8788732394366198,0.7894366197183098,0.546875,0.4829047465545697,0.3235300482560754,70,30,624,86
236,0.72,0.8788732394366198,0.7994366197183098,0.5581395348837209,0.4971778135978115,0.305076534863923,72,28,624,86
241,0.7,0.8859154929577465,0.7929577464788733,0.5577689243027888,0.4949176878457047,0.320959927011261,70,30,629,81
246,0.7,0.8816901408450705,0.7908450704225352,0.5511811023622047,0.4876504139285418,0.3224860039959242,70,30,626,84
251,0.7,0.8760563380281691,0.7880281690140845,0.5426356589147286,0.4782354792133229,0.3245951807143592,70,30,622,88
256,0.69,0.8760563380281691,0.7830281690140846,0.5369649805447471,0.4710667110809103,0.3338592987217632,69,31,622,88
