k,sensitivity,specificity,bacc,f1_score,mcc,composite_score,tp,fn,tn,fp
201,0.69,0.8971830985915493,0.7935915492957746,0.5702479338842975,0.5080077260772433,0.3266057489010797,69,31,637,73
206,0.69,0.8971830985915493,0.7935915492957746,0.5702479338842975,0.5080077260772433,0.3266057489010797,69,31,637,73
211,0.67,0.9,0.785,0.5630252100840336,0.4987464877131579,0.3448187929913333,67,33,639,71
216,0.66,0.9028169014084508,0.7814084507042254,0.5617021276595745,0.4967953641116399,0.3536163947724352,66,34,641,69
221,0.67,0.8971830985915493,0.7835915492957747,0.5583333333333333,0.4934589565445619,0.3456462284117028,67,33,637,73
226,0.67,0.8985915492957747,0.7842957746478874,0.5606694560669456,0.4960905049646784,0.3452298855461839,67,33,638,72
231,0.69,0.9,0.7949999999999999,0.575,0.5133100494077899,0.3257299494980467,69,31,639,71
236,0.67,0.9014084507042254,0.7857042253521127,0.5654008438818565,0.5014273489621868,0.3444129695475202,67,33,640,70
241,0.67,0.8985915492957747,0.7842957746478874,0.5606694560669456,0.4960905049646784,0.3452298855461839,67,33,638,72
246,0.66,0.9014084507042254,0.7807042253521127,0.559322033898305,0.4940930186936657,0.3540060643443006,66,34,640,70
251,0.67,0.9028169014084508,0.7864084507042254,0.5677966101694916,0.5041335441613494,0.3440124338622875,67,33,641,69
256,0.65,0.908450704225352,0.7792253521126761,0.5652173913043478,0.5004813341831871,0.3617751699009122,65,35,645,65
